car,price,body,miles,engV,engType,registration,year,model,drive,Age
BMW,86999,crossover,0,3,Diesel,yes,2016,X6,full,3
BMW,62000,crossover,1,2,Diesel,yes,2016,X5,full,3
BMW,2900,sedan,225,2.5,Petrol,no,1997,523,rear,22
Renault,1800,hatch,1,1.4,Gas,yes,1988,11,front,31
BMW,67500,crossover,1,2,Diesel,yes,2016,X5,full,3
Volkswagen,19500,crossover,112,2.5,Diesel,yes,2008,Touareg,full,11
Renault,3600,van,22,1.9,Diesel,yes,2001,Kangoo груз.,front,18
Renault,9999,van,185,1.5,Diesel,yes,2008,Kangoo пасс.,front,11
Opel,2999,sedan,310,1.6,Petrol,yes,1995,Vectra A,front,24
Porsche,13222,crossover,110,4.5,Gas,yes,2005,Cayenne,full,14
Lexus,18900,sedan,80,3.5,Petrol,yes,2007,ES 350,front,12
Mitsubishi,8200,crossover,210,2.4,Gas,yes,2007,Outlander,full,12
Toyota,12900,hatch,37,1.4,Petrol,yes,2013,Auris,front,6
BMW,2800,sedan,296,3,Diesel,no,2001,730,rear,18
Land Rover,36500,crossover,99,5,Petrol,yes,2011,Range Rover Sport,full,8
Mercedes-Benz,7200,van,285,2.2,Diesel,yes,2001,Vito пасс.,front,18
Mercedes-Benz,9300,sedan,342,2.6,Petrol,yes,2003,E-Class,rear,16
Audi,14900,crossover,183,3.6,Petrol,no,2007,Q7,full,12
Mercedes-Benz,13600,hatch,147,2,Diesel,yes,2008,B 200,rear,11
BMW,26900,sedan,158,5,Petrol,yes,2007,M5,rear,12
Volkswagen,20300,crossover,139,3,Diesel,yes,2008,Touareg,full,11
Mercedes-Benz,2700,sedan,337,2.3,Gas,yes,1988,230,rear,31
Volkswagen,20800,crossover,151,3,Diesel,yes,2008,Touareg,full,11
Volkswagen,24900,sedan,1,1.6,Diesel,yes,2016,Jetta,front,3
Lexus,15400,sedan,127,3,Petrol,yes,2006,GS 300,full,13
Volkswagen,24900,sedan,1,1.6,Diesel,yes,2016,Jetta,front,3
Volkswagen,21900,crossover,136,3,Diesel,yes,2008,Touareg,full,11
BMW,4999,sedan,256,2.5,Diesel,no,2001,525,rear,18
Volkswagen,8800,other,217,1.9,Diesel,yes,2005,Passat B5,front,14
Mercedes-Benz,6900,sedan,350,3,Diesel,yes,1994,E-Class,rear,25
Hyundai,7000,sedan,100,1.6,Petrol,yes,2008,Accent,front,11
Lexus,22700,crossover,68,NA,Other,yes,2008,RX 400,full,11
Mercedes-Benz,4900,van,262,2.3,Diesel,yes,1998,Vito груз.,rear,21
Mercedes-Benz,25500,sedan,137,2.2,Diesel,yes,2012,E-Class,rear,7
Mercedes-Benz,13600,van,172,2.2,Diesel,yes,2013,Vito груз.,rear,6
Ford,8000,vagon,230,2.2,Diesel,yes,2006,Transit пасс.,front,13
Honda,9750,sedan,84,1.3,Petrol,yes,2008,Civic,front,11
ZAZ,1850,van,145,1.2,Gas,yes,2007,110557,front,12
BMW,16700,sedan,150,2,Diesel,yes,2008,520,rear,11
Toyota,8888,sedan,172,1.8,Gas,yes,2005,Avensis,front,14
Mercedes-Benz,0,sedan,23,5.5,Petrol,yes,2011,S 550,full,8
Toyota,14900,sedan,106,2.4,Petrol,yes,2008,Camry,front,11
Daewoo,3700,sedan,135,NA,Gas,yes,2004,Lanos,front,15
Kia,17800,sedan,114,1.7,Diesel,yes,2013,Sportage,front,6
Mercedes-Benz,4000,sedan,300,1.8,Petrol,yes,1996,C-Class,rear,23
SsangYong,17900,crossover,67,2.7,Diesel,yes,2012,Rexton II,full,7
Suzuki,15000,crossover,130,2.7,Petrol,yes,2007,Grand Vitara,full,12
BMW,81000,sedan,23,4.4,Petrol,yes,2014,M5,rear,5
Mercedes-Benz,17300,sedan,184,1.8,Gas,yes,2008,E-Class,rear,11
Lexus,75500,crossover,50,4.6,Petrol,yes,2015,LX 570,full,4
Chevrolet,6400,hatch,90,1.6,Petrol,yes,2008,Lacetti,front,11
Volkswagen,17500,sedan,76,1.8,Petrol,yes,2012,Passat B7,front,7
Hyundai,6000,van,130,1.6,Petrol,yes,2007,Matrix,front,12
Renault,8550,van,160,1.5,Diesel,yes,2014,Kangoo груз.,front,5
Mazda,7999,sedan,122,NA,Gas,yes,2007,3,front,12
Skoda,7800,sedan,155,1.8,Gas,yes,2005,Superb,front,14
Mercedes-Benz,15000,other,82,1.8,Petrol,yes,2004,SLK 200,rear,15
Honda,9800,sedan,158,1.34,Other,yes,2008,Civic,front,11
Opel,4476,sedan,290,2,Gas,yes,1998,Omega,rear,21
Volkswagen,8500,vagon,200,1.9,Diesel,yes,2003,Passat B5,front,16
Mercedes-Benz,12800,van,193,2.2,Other,yes,2011,Vito груз.,rear,8
Opel,9700,van,160,2,Diesel,yes,2012,Vivaro груз.,front,7
Hyundai,8600,sedan,189,3.3,Petrol,yes,2006,Sonata,front,13
Ford,4950,sedan,146,2,Petrol,yes,2001,Focus,front,18
Skoda,12400,sedan,110,1.8,Petrol,yes,2012,Octavia A5,front,7
Opel,2900,hatch,260,1.4,Petrol,yes,1992,Astra F,front,27
Peugeot,9300,hatch,49,1,Petrol,yes,2014,107,front,5
Daewoo,3900,sedan,220,1.5,Petrol,yes,2004,Lanos,front,15
Mitsubishi,8000,sedan,67,1.5,Petrol,yes,2009,Lancer X,front,10
Mitsubishi,6300,sedan,116,1.5,Petrol,yes,2008,Lancer X,front,11
Mercedes-Benz,7800,hatch,125,2.3,Petrol,yes,2001,C-Class,rear,18
Peugeot,9700,vagon,148,1.6,Other,yes,2008,Partner пасс.,front,11
ZAZ,4500,sedan,74,1.6,Gas,yes,2010,Lanos,front,9
Opel,3400,vagon,164,1.9,Diesel,no,2005,Vectra C,front,14
Toyota,15300,other,116,2.4,Petrol,yes,2009,Camry,front,10
Renault,9150,van,220,2,Diesel,yes,2007,Trafic пасс.,front,12
Mercedes-Benz,12900,van,185,2.2,Diesel,yes,2011,Vito груз.,rear,8
Subaru,4100,vagon,209,2.2,Petrol,yes,1996,Legacy,full,23
Toyota,13800,other,160,3.5,Gas,yes,2006,Camry,front,13
Fiat,8800,sedan,112,1.3,Diesel,yes,2014,Linea,front,5
Renault,6700,hatch,96,1.4,Petrol,yes,2010,Sandero,front,9
Renault,6300,van,149,1.5,Other,yes,2011,Kangoo груз.,front,8
Mercedes-Benz,13800,sedan,222,3,Gas,yes,2007,E-Class,full,12
Citroen,21900,hatch,41,2,Diesel,yes,2013,DS4,front,6
Renault,0,van,153,2,Diesel,yes,2012,Trafic груз.,front,7
Toyota,24000,crossover,152,4,Gas,yes,2006,Land Cruiser Prado,full,13
Hyundai,6700,sedan,95,1.6,Petrol,yes,2008,Accent,front,11
Opel,9700,other,141,2,Diesel,yes,2011,Vivaro груз.,front,8
Volkswagen,8200,sedan,180,NA,Petrol,yes,2007,Jetta,front,12
Volkswagen,2200,hatch,118,1.4,Petrol,no,2001,Lupo,front,18
Opel,7800,van,212,1.9,Diesel,yes,2002,Vivaro пасс.,front,17
Mercedes-Benz,10200,sedan,154,2.5,Petrol,yes,2006,C-Class,rear,13
Hyundai,10500,hatch,50,1.4,Petrol,yes,2011,i30,front,8
Toyota,7900,sedan,170,3,Petrol,yes,2004,Camry,front,15
Mitsubishi,10200,crossover,99,2,Gas,yes,2008,Outlander,full,11
Renault,5650,van,140,1.4,Petrol,yes,2009,Kangoo пасс.,front,10
Volkswagen,9200,van,268,2.5,Diesel,yes,2003,T4 (Transporter) пасс.,full,16
Volkswagen,12900,sedan,136,1.6,Diesel,yes,2010,Passat B6,front,9
Lexus,43000,crossover,33,3.5,Petrol,yes,2013,RX 350,full,6
Mercedes-Benz,15900,vagon,219,3,Diesel,yes,2007,E-Class,rear,12
Mercedes-Benz,18000,van,147,2.2,Diesel,yes,2013,Vito груз.,rear,6
Renault,7600,other,125,1.5,Diesel,yes,2013,Kangoo груз.,front,6
Mercedes-Benz,3500,sedan,250,2.7,Diesel,no,2001,E-Class,rear,18
Tesla,89000,sedan,1,NA,Other,yes,2016,Model S,rear,3
Tesla,99000,sedan,15,0.7,Other,yes,2015,Model S,full,4
Tesla,185000,crossover,1,NA,Other,yes,2016,Model X,full,3
Tesla,56000,sedan,9,NA,Other,yes,2014,Model S,rear,5
Tesla,59000,sedan,20,1,Other,yes,2013,Model S,rear,6
Tesla,60500,sedan,5,NA,Other,yes,2015,Model S,rear,4
Daewoo,3500,sedan,173,1.5,Petrol,yes,2006,Lanos,front,13
SsangYong,13800,crossover,135,2.7,Diesel,yes,2010,Rexton II,full,9
Volkswagen,12999,van,237,2.5,Diesel,yes,2005,T5 (Transporter) пасс.,front,14
Toyota,21000,crossover,74,2,Petrol,yes,2011,Rav 4,full,8
Mercedes-Benz,15000,sedan,67,2.8,Other,yes,1995,E-Class,rear,24
Toyota,21999,crossover,69,3.5,Petrol,yes,2008,Highlander,full,11
Mercedes-Benz,16800,sedan,125,1.8,Petrol,yes,2008,C-Class,rear,11
Land Rover,53500,crossover,69,3,Diesel,yes,2012,Range Rover Sport,full,7
SsangYong,11500,crossover,165,2.7,Diesel,yes,2008,Rexton II,full,11
Lexus,32500,crossover,79,3.5,Petrol,yes,2011,RX 350,full,8
Ford,28999,sedan,2,2.5,Petrol,yes,2015,Mondeo,front,4
Toyota,0,crossover,0,4.5,Diesel,yes,2016,Land Cruiser 200,full,3
Mercedes-Benz,14100,van,138,2.2,Diesel,yes,2009,Vito пасс.,rear,10
Volkswagen,11900,vagon,132,1.4,Petrol,yes,2011,Golf VI,front,8
Skoda,13400,sedan,76,1.8,Petrol,yes,2013,Octavia A5,front,6
BMW,13999,sedan,265,3,Diesel,yes,2005,730,rear,14
Honda,16700,sedan,71,2,Petrol,yes,2011,Accord,front,8
Mercedes-Benz,11500,van,200,2.2,Diesel,yes,2010,Vito груз.,rear,9
Opel,5900,sedan,158,1.6,Petrol,yes,2004,Astra G,front,15
Toyota,9500,other,90,1.6,Other,yes,2008,Corolla,front,11
Skoda,8200,sedan,224,1.8,Petrol,yes,2009,Octavia Tour,front,10
BMW,8990,other,300,2.2,Petrol,yes,2002,320,rear,17
BMW,2500,sedan,44,2.5,Diesel,no,1997,525,rear,22
Mitsubishi,5500,sedan,165,1.6,Petrol,yes,2006,Lancer,front,13
Geely,6700,crossover,18,NA,Gas,yes,2014,MK Cross,full,5
Subaru,13800,crossover,165,3.6,Petrol,yes,2008,Tribeca,full,11
Daewoo,1900,sedan,159,1.5,Gas,yes,2004,Lanos,front,15
Mercedes-Benz,2700,sedan,400,2.9,Diesel,yes,1997,E-Class,rear,22
Mercedes-Benz,5500,other,220,2.2,Diesel,yes,2002,Vito пасс.,front,17
Volkswagen,10000,van,160,1.6,Diesel,yes,2012,Caddy груз.,front,7
BMW,3300,sedan,360,2.5,Petrol,yes,1992,525,rear,27
Volkswagen,13300,sedan,133,1.8,Petrol,yes,2008,Passat B6,front,11
Jaguar,30900,sedan,55,2,Petrol,yes,2013,XF,rear,6
BMW,5700,sedan,252,2.5,Diesel,yes,1997,525,rear,22
Mercedes-Benz,46500,crossover,127,5,Petrol,yes,2008,G 500,full,11
Audi,55000,crossover,100,6,Diesel,yes,2009,Q7,full,10
Skoda,7450,vagon,150,1.4,Petrol,yes,2010,Fabia,front,9
Daewoo,2800,sedan,133,1.5,Gas,yes,2000,Lanos,front,19
Mercedes-Benz,11900,sedan,167,1.8,Petrol,yes,2005,C-Class,rear,14
Toyota,12450,sedan,162,3.5,Gas,yes,2007,Camry,front,12
Opel,2100,vagon,250,2.5,Diesel,no,2001,Omega,rear,18
Skoda,5400,sedan,203,1.6,Gas,yes,2003,Octavia Tour,front,16
Mitsubishi,6999,sedan,113,1.5,Petrol,yes,2007,Lancer X,front,12
VAZ,4000,sedan,130,1.6,Petrol,yes,2005,2110,front,14
Land Rover,36700,crossover,87,5,Petrol,yes,2010,Range Rover Sport,full,9
Land Rover,41500,crossover,95,5,Petrol,yes,2010,Range Rover,full,9
Subaru,6700,sedan,137,1.6,Petrol,yes,2005,Impreza,full,14
Skoda,8000,sedan,166,1.9,Diesel,yes,2007,Octavia Tour,front,12
Volkswagen,14500,crossover,173,2.5,Diesel,yes,2005,Touareg,full,14
Peugeot,12500,other,225,2.2,Diesel,yes,2011,Boxer груз.,front,8
Opel,12200,van,145,2,Diesel,yes,2013,Vivaro пасс.,front,6
Mitsubishi,15200,crossover,193,3,Gas,yes,2008,Pajero Wagon,full,11
Volkswagen,9300,vagon,150,2,Petrol,yes,2008,Passat B6,front,11
Mercedes-Benz,0,crossover,1,3,Diesel,yes,2016,GLS 350,full,3
Mercedes-Benz,0,sedan,29,6,Petrol,yes,2011,S-Guard,rear,8
Land Rover,38500,other,56,2,Petrol,yes,2013,Range Rover Evoque,full,6
Mercedes-Benz,3900,sedan,111,2.5,Diesel,yes,1989,E-Class,rear,30
Mitsubishi,6400,sedan,127,1.6,Petrol,yes,2006,Lancer,front,13
Kia,17700,crossover,50,2,Petrol,yes,2012,Sportage,front,7
VAZ,1850,hatch,50,1.5,Petrol,yes,1992,2109,front,27
Opel,7300,vagon,280,2.5,Diesel,yes,2003,Omega,rear,16
Mitsubishi,8000,sedan,119,NA,Petrol,yes,2007,Lancer,front,12
BMW,0,sedan,259,3,Diesel,yes,2001,330,rear,18
Mercedes-Benz,7700,van,290,2.2,Diesel,yes,2004,Vito пасс.,rear,15
Suzuki,6400,sedan,25,2.4,Petrol,yes,2011,Kizashi,full,8
Infiniti,12900,hatch,145,3.5,Gas,yes,2003,FX 35,full,16
Volkswagen,12900,van,127,1.6,Diesel,yes,2011,Caddy пасс.,front,8
Toyota,22900,sedan,60,2.5,Petrol,yes,2012,Camry,front,7
Mitsubishi,5999,sedan,150,1.6,Petrol,yes,2005,Lancer,front,14
Mitsubishi,5800,sedan,186,1.6,Petrol,yes,2006,Lancer,front,13
Mazda,7950,sedan,140,2,Other,yes,2006,6,front,13
Mercedes-Benz,14000,other,144,2.2,Diesel,yes,2009,Vito пасс.,rear,10
Mitsubishi,2300,sedan,523,1.8,Diesel,yes,1989,Lancer,front,30
Ford,1850,sedan,200,2.5,Petrol,no,2001,Mondeo,front,18
Mercedes-Benz,14800,van,139,3,Diesel,yes,2008,Vito пасс.,rear,11
BMW,4700,sedan,333,3,Petrol,yes,1994,730,rear,25
Mercedes-Benz,11300,sedan,363,3.2,Gas,yes,2004,E-Class,rear,15
Ford,6099,sedan,220,1.8,Gas,yes,2002,Mondeo,front,17
Renault,8100,crossover,90,1.9,Diesel,yes,2005,Kangoo пасс.,full,14
Volkswagen,10800,sedan,100,1.8,Petrol,yes,2008,Passat B6,front,11
Mercedes-Benz,11900,van,215,2.2,Diesel,yes,2011,Vito груз.,rear,8
Fiat,980,other,260,1,Petrol,yes,1989,Panda,front,30
Toyota,31000,crossover,86,2.2,Diesel,yes,2014,Rav 4,full,5
Toyota,8800,crossover,205,2,Petrol,yes,2002,Rav 4,full,17
Mercedes-Benz,8700,van,290,2.2,Diesel,yes,2005,Vito пасс.,rear,14
Mitsubishi,7200,sedan,102,1.6,Petrol,yes,2007,Lancer,front,12
Volkswagen,12499,other,184,2,Diesel,yes,2012,T6 (Transporter) груз,front,7
Mercedes-Benz,1200,sedan,240,2.4,Petrol,no,1999,E-Class,rear,20
Mercedes-Benz,11499,other,157,2.2,Diesel,yes,2012,Vito груз.,rear,7
Nissan,14500,other,187,2.5,Diesel,yes,2008,Navara,full,11
Mercedes-Benz,28500,sedan,148,2.2,Diesel,yes,2011,E-Class,rear,8
Hyundai,12800,hatch,19,1.4,Petrol,yes,2013,i30,front,6
Citroen,14462.65275,hatch,1,1.6,Diesel,yes,2015,C4,front,4
Ford,25400,crossover,40,2,Diesel,yes,2014,Kuga,full,5
Hyundai,5100,hatch,108,1.4,Petrol,yes,2007,Getz,front,12
VAZ,8447.4,crossover,1,1.7,Petrol,yes,2015,2121,full,4
Mercedes-Benz,12800,other,360,2.2,Diesel,yes,2008,Vito пасс.,rear,11
Chery,11111.295,crossover,1,1.6,Petrol,yes,2016,Tiggo,front,3
Mercedes-Benz,12100,sedan,310,2.2,Diesel,yes,2005,E-Class,rear,14
Audi,41000,crossover,88,4.2,Diesel,yes,2010,Q7,full,9
Mitsubishi,25342.2,other,1,2.5,Diesel,yes,2016,L 200,full,3
Chevrolet,10577.775,crossover,1,1.7,Petrol,yes,2015,Niva,full,4
Volkswagen,9250,sedan,200,2,Diesel,yes,2007,Passat B6,front,12
Citroen,5000,van,194,1.9,Diesel,yes,2005,Berlingo пасс.,front,14
Mazda,12950,crossover,65,2.3,Petrol,yes,2008,CX-7,full,11
Hyundai,9300,sedan,98,1.4,Petrol,yes,2011,Accent,front,8
Peugeot,16042.65,hatch,1,1.6,Diesel,yes,2015,308,front,4
Mercedes-Benz,68700,crossover,980,3,Diesel,yes,2013,GL 350,full,6
Hyundai,6300,sedan,164,1.6,Gas,yes,2008,Accent,front,11
Land Rover,72000,crossover,45,5,Petrol,yes,2013,Range Rover Sport,full,6
Mercedes-Benz,4700,sedan,1,1.8,Petrol,yes,1996,C-Class,rear,23
Rover,38500,crossover,55,2.3,Petrol,yes,2013,Range Rover,full,6
Mercedes-Benz,12950,sedan,313,3.2,Diesel,yes,2003,S 320,rear,16
Mazda,12400,crossover,148,2.3,Petrol,yes,2008,CX-7,full,11
Volkswagen,15900,sedan,77,1.4,Petrol,yes,2012,Jetta,front,7
Audi,4300,sedan,340,2.4,Gas,yes,1998,A6,full,21
BMW,36900,sedan,17,2,Petrol,yes,2013,520,rear,6
Honda,21800,sedan,0,1.6,Petrol,yes,2016,Civic,front,3
Honda,19499,crossover,144,3.5,Petrol,yes,2008,Pilot,full,11
Ford,1100,sedan,301,1.8,Diesel,no,1998,Mondeo,front,21
Kia,10200,sedan,112,2,Gas,yes,2008,Magentis,front,11
SsangYong,9000,crossover,205,2.9,Diesel,yes,2002,Rexton,full,17
Hyundai,6300,sedan,76,NA,Petrol,yes,2010,Accent,front,9
Audi,75000,crossover,0,3,Diesel,yes,2015,Q7,full,4
Kia,11800,sedan,44,1.4,Gas,yes,2014,Rio,front,5
Volkswagen,0,sedan,118,1.6,Gas,yes,2008,Jetta,front,11
Volkswagen,9000,sedan,178,1.9,Diesel,yes,2009,Jetta,front,10
Daewoo,4700,sedan,86,1.4,Gas,yes,2008,Lanos,front,11
VAZ,2000,sedan,49,1.3,Petrol,yes,1974,2103,rear,45
Renault,4900,sedan,90,1.4,Gas,yes,2008,Symbol,front,11
Opel,11200,van,180,2,Diesel,yes,2012,Vivaro груз.,front,7
Toyota,8800,sedan,165,1.8,Petrol,yes,2007,Avensis,front,12
Daewoo,3200,sedan,75,1.4,Petrol,yes,2008,Lanos,front,11
Chevrolet,8700,sedan,93,2,Gas,yes,2010,Epica,front,9
Nissan,11500,crossover,78,1.6,Petrol,yes,2011,Juke,front,8
Volkswagen,17900,van,92,1.4,Petrol,yes,2012,Sharan,front,7
Volkswagen,7999,van,210,1.6,Gas,yes,2004,Touran,front,15
Mazda,3200,sedan,217,2,Petrol,yes,1993,Xedos 6,front,26
Mercedes-Benz,129999,crossover,1,2.99,Diesel,yes,2016,GLS 350,full,3
Ford,7300,other,130,1.8,Diesel,yes,2011,Transit Connect груз.,front,8
Opel,12500,sedan,140,1.4,Petrol,yes,2012,Insignia,front,7
Audi,92222,crossover,0,3,Diesel,yes,2016,Q7,full,3
Bentley,0,crossover,1,6,Petrol,yes,2016,Bentayga,full,3
Ford,2300,sedan,240,2,Diesel,no,2001,Mondeo,front,18
Toyota,8600,sedan,126,1.6,Petrol,yes,2008,Corolla,front,11
Toyota,14900,other,175,3.5,Gas,yes,2008,Camry,front,11
Nissan,10500,crossover,155,2.5,Gas,yes,2007,X-Trail,full,12
Mitsubishi,7500,sedan,94,1.6,Petrol,yes,2007,Lancer,front,12
Toyota,41900,crossover,89,4.5,Diesel,yes,2012,Land Cruiser 200,full,7
Mercedes-Benz,17500,vagon,113,2.2,Diesel,yes,2010,C-Class,rear,9
Volkswagen,17900,vagon,115,1.8,Petrol,yes,2012,Passat B7,front,7
Mercedes-Benz,9999,sedan,250,2.2,Diesel,yes,2000,E-Class,rear,19
Volkswagen,9600,sedan,185,1.6,Gas,yes,2008,Jetta,front,11
Hummer,39500,other,110,6,Gas,yes,2007,H2,full,12
Mercedes-Benz,9999,sedan,322,2.7,Diesel,yes,2000,E-Class,rear,19
Mercedes-Benz,16500,van,152,2.2,Diesel,yes,2012,Vito пасс.,rear,7
Mazda,12200,crossover,79,2.3,Petrol,yes,2008,CX-7,full,11
Volkswagen,13000,van,110,1.9,Diesel,yes,2009,T5 (Transporter) пасс.,front,10
Daewoo,3699,hatch,111,0.8,Petrol,yes,2007,Matiz,front,12
Opel,9500,van,180,2,Diesel,yes,2008,Vivaro пасс.,front,11
Volkswagen,1450,other,200,1.8,Gas,yes,1987,Jetta,front,32
Toyota,12500,sedan,110,2.4,Gas,yes,2007,Camry,front,12
Renault,10500,van,183,2.5,Diesel,yes,2006,Trafic пасс.,front,13
Audi,4000,vagon,300,2.5,Diesel,no,2001,A6,front,18
Volkswagen,22800,other,161,2,Diesel,yes,2011,Amarok,full,8
Chevrolet,6500,vagon,116,1.8,Gas,yes,2010,Lacetti,front,9
Toyota,52500,crossover,43,3,Other,yes,2014,Land Cruiser Prado,full,5
Audi,4000,sedan,263,1.9,Diesel,yes,1996,A4,front,23
Chevrolet,5600,sedan,168,1.5,Gas,yes,2007,Aveo,front,12
Honda,10900,sedan,99,1.8,Petrol,yes,2008,Civic,front,11
Lexus,14290,crossover,173,3,Petrol,yes,2004,RX 300,full,15
VAZ,3600,hatch,114,1.6,Gas,yes,2010,2113,front,9
Opel,11350,van,177,2,Diesel,yes,2012,Vivaro груз.,front,7
Tesla,162900,sedan,0,NA,Other,yes,2016,Model S,full,3
Opel,14000,van,210,2.5,Diesel,yes,2011,Vivaro пасс.,front,8
Chrysler,13800,vagon,76,2.7,Petrol,yes,2009,300 C,rear,10
Honda,13700,other,82,2.4,Petrol,yes,2008,Accord,front,11
BMW,7000,sedan,227,3,Diesel,no,2004,730,rear,15
Kia,9200,hatch,125,1.6,Petrol,yes,2008,Ceed,front,11
Chevrolet,6150,sedan,102,1.5,Petrol,yes,2008,Aveo,front,11
Toyota,12900,sedan,129,1.8,Petrol,yes,2009,Avensis,front,10
Ford,1300,sedan,250,1.6,Petrol,yes,1988,Escort,rear,31
Infiniti,49900,crossover,20,3,Diesel,yes,2015,QX70,full,4
Mercedes-Benz,11500,sedan,180,3.2,Gas,yes,2004,E-Class,rear,15
Hyundai,6500,sedan,92,1.4,Petrol,yes,2008,Accent,front,11
Lexus,16000,crossover,195,3.5,Gas,yes,2006,RX 350,full,13
Opel,11700,van,170,2,Other,yes,2008,Vivaro пасс.,front,11
Mazda,12899,crossover,112,NA,Gas,yes,2008,CX-7,front,11
Mitsubishi,1699,hatch,294,1.6,Gas,yes,1992,Lancer,front,27
Chevrolet,8300,sedan,97,2,Petrol,yes,2010,Epica,front,9
Ford,2000,van,320,2.5,Diesel,no,1996,Transit груз.,rear,23
Audi,37000,other,170,3,Diesel,yes,2010,Q7,full,9
Volkswagen,11600,sedan,169,1.4,Gas,no,2013,Passat B7,front,6
Lexus,17600,crossover,157,NA,Petrol,yes,2006,RX 350,full,13
Chevrolet,5400,hatch,142,1.5,Gas,yes,2008,Aveo,front,11
Mercedes-Benz,12300,sedan,300,2.2,Diesel,yes,2003,E-Class,rear,16
Citroen,5500,hatch,108,1.4,Petrol,yes,2005,C3,front,14
Opel,4250,hatch,228,2,Petrol,yes,1996,Vectra B,front,23
Lexus,27000,crossover,150,4.7,Gas,yes,2007,GX,full,12
Hyundai,9900,crossover,168,2,Gas,yes,2007,Tucson,full,12
BMW,4599,sedan,267,2,Gas,yes,1991,520,rear,28
Toyota,4000,sedan,243,2,Gas,yes,1987,Mark II,rear,32
Skoda,8100,sedan,196,1.8,Petrol,yes,2005,Superb,front,14
Mitsubishi,3149.25,hatch,330,2,Gas,yes,1993,Galant,front,26
Daewoo,4500,sedan,35,1.3,Gas,yes,2013,Sens,front,6
Skoda,5200,hatch,183,1.2,Gas,yes,2006,Fabia,front,13
Volkswagen,6900,sedan,256,1.8,Petrol,yes,2002,Passat B5,front,17
Toyota,44700,crossover,120,3.5,Petrol,yes,2013,Venza,full,6
Mercedes-Benz,4000,sedan,370,3.2,Diesel,no,2002,E-Class,rear,17
Volkswagen,10200,van,137,1.9,Diesel,yes,2008,Caddy пасс.,front,11
Opel,3900,sedan,389,2,Gas,yes,1995,Vectra A,front,24
Nissan,5000,other,125,1.2,Petrol,yes,2006,Micra,front,13
Renault,7500,other,440,2,Diesel,yes,2008,Trafic груз.,front,11
BMW,8200,sedan,368,3,Diesel,yes,2000,730,rear,19
Toyota,18200,crossover,146,2.7,Gas,yes,2006,Land Cruiser Prado,full,13
Audi,23000,crossover,240,4.2,Petrol,yes,2007,Q7,full,12
Nissan,8500,hatch,81,1.6,Petrol,yes,2008,TIIDA,front,11
Volkswagen,9500,hatch,29,1.4,Petrol,yes,2014,Polo,front,5
Seat,7350,hatch,205,NA,Gas,yes,2005,Leon,front,14
Kia,10700,sedan,38,1.4,Petrol,yes,2013,Rio,front,6
Chevrolet,4500,hatch,185,1.5,Gas,yes,2004,Aveo,front,15
Volkswagen,41000,crossover,180,3,Diesel,yes,2013,Touareg,full,6
Mitsubishi,12900,crossover,148,3,Gas,yes,2008,Pajero Sport,full,11
Volkswagen,12114.34965,sedan,0,1.6,Petrol,yes,2016,Polo,front,3
Peugeot,9600,van,150,1.6,Diesel,yes,2010,Partner пасс.,front,9
Volkswagen,20350,vagon,111,2,Diesel,yes,2012,Passat B7,front,7
Land Rover,3500,crossover,200,2.5,Petrol,no,2003,Freelander,full,16
Skoda,8300,sedan,165,2,Petrol,yes,2006,Octavia A5,front,13
GAZ,3800,sedan,144,2.3,Petrol,yes,2008,31105,rear,11
BMW,32500,other,86,3,Petrol,yes,2010,5 Series GT,rear,9
Citroen,6500,van,237,2.2,Diesel,yes,2007,Jumper груз.,front,12
Tesla,82300,sedan,17,NA,Other,yes,2014,Model S,rear,5
Mazda,1300,sedan,274,1.5,Petrol,no,1995,323,front,24
Honda,20999,sedan,74,2.4,Petrol,yes,2011,Accord,front,8
Volkswagen,8300,other,151,2,Petrol,yes,2005,T5 (Transporter) пасс.,front,14
Mercedes-Benz,16900,van,180,3,Diesel,yes,2008,Vito пасс.,rear,11
VAZ,3500,hatch,97,1.6,Petrol,yes,2008,1119,front,11
Toyota,0,crossover,43,2.2,Diesel,yes,2013,Rav 4,full,6
Nissan,25982.7945,crossover,0,1.6,Diesel,yes,2016,Qashqai,front,3
BMW,8900,sedan,250,2.5,Diesel,yes,2001,525,rear,18
Mercedes-Benz,11500,van,209,2.2,Diesel,yes,2008,Vito пасс.,rear,11
VAZ,4000,hatch,92,1.6,Gas,yes,2006,2112,front,13
Lexus,14000,crossover,182,3,Petrol,yes,2003,RX 300,full,16
Renault,5950,van,135,1.5,Diesel,yes,2012,Kangoo груз.,front,7
Audi,2600,vagon,110,2.5,Diesel,no,2002,A6,front,17
Opel,10800,van,108,2,Diesel,yes,2012,Vivaro груз.,front,7
Mercedes-Benz,0,other,24,4.7,Petrol,yes,2014,S 500,full,5
BMW,27800,sedan,170,2,Diesel,yes,2011,520,rear,8
Mercedes-Benz,8000,van,293,NA,Diesel,yes,1999,Vito пасс.,front,20
Volkswagen,21000,crossover,173,3,Diesel,yes,2008,Touareg,full,11
Opel,10300,other,202,2,Diesel,yes,2008,Vivaro пасс.,front,11
BMW,10999,sedan,150,2,Gas,yes,2003,320,rear,16
Lexus,14900,crossover,180,3,Gas,yes,2004,RX 300,full,15
Ford,6900,hatch,139,1.4,Petrol,yes,2011,Fusion,front,8
